sentence
Simplify 3(x + 2) + 2(2x - 5);3(x + 2) + 2(2x - 5) --> Distribute. 3x + 6 + 4x - 10 --> Combine like terms. 7x - 4
Simplify 5(5x + 4y) - 3(2x - 3y);5(5x + 4y) - 3(2x - 3y) --> Distribute. 25x + 20y - 6x + 9y --> Combine like terms. 19x + 29y
Simplify 4(3a + 2b) - (2a + 3b);4(3a + 2b) - (2a + 3b) --> Distribute. 12a + 8b - 2a - 3b --> Combine like terms. 10a + 5b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify 4(2x + 3y) + 2(5x - 4y);4(2x + 3y) + 2(5x - 4y) --> Distribute. 8x + 12y + 10x - 8y --> Combine like terms. 18x + 4y
Simplify 2(3a + 4b) + 3(5a - b);2(3a + 4b) + 3(5a - b) --> Distribute. 6a + 8b + 15a - 3b --> Combine like terms. 21a + 5b
Simplify 5(4x - 2y) - (3x + 5y);5(4x - 2y) - (3x + 5y) --> Distribute. 20x - 10y - 3x - 5y --> Combine like terms. 17x - 15y
Simplify 4(3a + 2b) - 2(4a - b);4(3a + 2b) - 2(4a - b) --> Distribute. 12a + 8b - 8a + 2b --> Combine like terms. 4a + 10b
Simplify 3(2x - 4) + 2(3x + 5);3(2x - 4) + 2(3x + 5) --> Distribute. 6x - 12 + 6x + 10 --> Combine like terms. 12x - 2
Simplify 2(3y + 5) - (4y - 3);2(3y + 5) - (4y - 3) --> Distribute. 6y + 10 - 4y + 3 --> Combine like terms. 2y + 13
Simplify 5(4a - 3b) + 4(3a + 2b);5(4a - 3b) + 4(3a + 2b) --> Distribute. 20a - 15b + 12a + 8b --> Combine like terms. 32a - 7b
Simplify 4(2x + 3y) + 3(5x - 2y);4(2x + 3y) + 3(5x - 2y) --> Distribute. 8x + 12y + 15x - 6y --> Combine like terms. 23x + 6y
Simplify 2(3a - 5b) + 4(4a + b);2(3a - 5b) + 4(4a + b) --> Distribute. 6a - 10b + 16a + 4b --> Combine like terms. 22a - 6b
Simplify 5(5x + 4y) - 3(2x - 3y);5(5x + 4y) - 3(2x - 3y) --> Distribute. 25x + 20y - 6x + 9y --> Combine like terms. 19x + 29y
Simplify 4(3a + 2b) - (2a + 3b);4(3a + 2b) - (2a + 3b) --> Distribute. 12a + 8b - 2a - 3b --> Combine like terms. 10a + 5b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify 4(2x + 3y) + 2(5x - 4y);4(2x + 3y) + 2(5x - 4y) --> Distribute. 8x + 12y + 10x - 8y --> Combine like terms. 18x + 4y
Simplify 2(3a + 4b) + 3(5a - b);2(3a + 4b) + 3(5a - b) --> Distribute. 6a + 8b + 15a - b --> Combine like terms. 21a + 7b
Simplify 5(4x - 3y) - (3x + 5y);5(4x - 3y) - (3x + 5y) --> Distribute. 20x - 15y - 3x - 5y --> Combine like terms. 17x - 20y
Simplify 4(3a + 2b) - 2(4a - b);4(3a + 2b) - 2(4a - b) --> Distribute. 12a + 8b - 8a + 2b --> Combine like terms. 4a + 10b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify 4(2x + 3y) + 2(5x - 4y);4(2x + 3y) + 2(5x - 4y) --> Distribute. 8x + 12y + 10x - 8y --> Combine like terms. 18x + 4y
Simplify 2(3a + 4b) + 3(5a - b);2(3a + 4b) + 3(5a - b) --> Distribute. 6a + 8b + 15a - b --> Combine like terms. 21a + 7b
Simplify 5(4x - 3y) - (3x + 5y);5(4x - 3y) - (3x + 5y) --> Distribute. 20x - 15y - 3x - 5y --> Combine like terms. 17x - 20y
Simplify 4(3a + 2b) - 2(4a - b);4(3a + 2b) - 2(4a - b) --> Distribute. 12a + 8b - 8a + 2b --> Combine like terms. 4a + 10b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify 4(2x + 3y) + 2(5x - 4y);4(2x + 3y) + 2(5x - 4y) --> Distribute. 8x + 12y + 10x - 8y --> Combine like terms. 18x + 4y
Simplify 2(3a + 4b) + 3(5a - b);2(3a + 4b) + 3(5a - b) --> Distribute. 6a + 8b + 15a - b --> Combine like terms. 21a + 7b
Simplify 5(4x - 3y) - (3x + 5y);5(4x - 3y) - (3x + 5y) --> Distribute. 20x - 15y - 3x - 5y --> Combine like terms. 17x - 20y
Simplify 4(3a + 2b) - 2(4a - b);4(3a + 2b) - 2(4a - b) --> Distribute. 12a + 8b - 8a + 2b --> Combine like terms. 4a + 10b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify 4(2x + 3y) + 2(5x - 4y);4(2x + 3y) + 2(5x - 4y) --> Distribute. 8x + 12y + 10x - 8y --> Combine like terms. 18x + 4y
Simplify 2(3a + 4b) + 3(5a - b);2(3a + 4b) + 3(5a - b) --> Distribute. 6a + 8b + 15a - b --> Combine like terms. 21a + 7b
Simplify 5(4x - 3y) - (3x + 5y);5(4x - 3y) - (3x + 5y) --> Distribute. 20x - 15y - 3x - 5y --> Combine like terms. 17x - 20y
Simplify 4(3a + 2b) - 2(4a - b);4(3a + 2b) - 2(4a - b) --> Distribute. 12a + 8b - 8a + 2b --> Combine like terms. 4a + 10b
Simplify 3(2x + 4) + 2(3x + 2);3(2x + 4) + 2(3x + 2) --> Distribute. 6x + 12 + 6x + 4 --> Combine like terms. 12x + 16
Simplify 2(3y + 5) - (5y - 3);2(3y + 5) - (5y - 3) --> Distribute. 6y + 10 - 5y + 3 --> Combine like terms. y + 13
Simplify 5(4a - 3b) + 4(2a + b);5(4a - 3b) + 4(2a + b) --> Distribute. 20a - 15b + 8a + 4b --> Combine like terms. 28a - 11b
Simplify 4(3x - 2y) + 3(2x + 3y);4(3x - 2y) + 3(2x + 3y) --> Distribute. 12x - 8y + 6x + 9y --> Combine like terms. 18x + y
Simplify 2(4a + 3b) - (3a - 2b);2(4a + 3b) - (3a - 2b) --> Distribute. 8a + 6b - 3a + 2b --> Combine like terms. 5a + 8b
Simplify 3(5x + 2y) + 4(3x - y);3(5x + 2y) + 4(3x - y) --> Distribute. 15x + 6y + 12x - 4y --> Combine like terms. 27x + 2y
Simplify 4(2y - 4) - (5y + 2);4(2y - 4) - (5y + 2) --> Distribute. 8y - 16 - 5y - 2 --> Combine like terms. 3y - 18
Simplify 5(3a + 5) - 3(4a + 2);5(3a + 5) - 3(4a + 2) --> Distribute. 15a + 25 - 12a - 6 --> Combine like terms. 3a + 19
Simplify 3(4x + 3y) - 2(2x - 5y);3(4x + 3y) - 2(2x - 5y) --> Distribute. 12x + 9y - 4x + 10y --> Combine like terms. 8x + 19y
Simplify 2(3a - 2b) + 3(5a + 4b);2(3a - 2b) + 3(5a + 4b) --> Distribute. 6a - 4b + 15a + 12b --> Combine like terms. 21a + 8b
Simplify 5(2x + 4y) + 4(3x - 2y);5(2x + 4y) + 4(3x - 2y) --> Distribute. 10x + 20y + 12x - 8y --> Combine like terms. 22x + 12y
Simplify 4(3a + 2b) + 2(2a + 3b);4(3a + 2b) + 2(2a + 3b) --> Distribute. 12a + 8b + 4a + 6b --> Combine like terms. 16a + 14b
Simplify 2(5x - 3) - (4x + 2);2(5x - 3) - (4x + 2) --> Distribute. 10x - 6 - 4x - 2 --> Combine like terms. 6x - 8
Simplify 5(3y + 2) + 3(4y - 5);5(3y + 2) + 3(4y - 5) --> Distribute. 15y + 10 + 12y - 15 --> Combine like terms. 27y - 5
Simplify 3(4a - 5b) - 2(2a + 3b);3(4a - 5b) - 2(2a + 3b) --> Distribute. 12a - 15b - 4a - 6b --> Combine like terms. 8a - 21b
Simplify (3/4)(2x + 5/3y) - (2/5)((4/9)x - 1/2y); (3/4)(2x + 5/3y) - (2/5)((4/9)x - 1/2y) --> Distribute. 3/2x + 5/4y - 8/45x + 2/5y --> Combine like terms. 3/2x - 8/45x + 5/4y + 2/5y --> Combine like terms. 69/45x + 43/20y --> Simplify fractions. 23/15x + 43/20y
Simplify (2/3)(3a - 5/4b) + (4/5)((2/7)a + 3/8b); (2/3)(3a - 5/4b) + (4/5)((2/7)a + 3/8b) --> Distribute. 2a - 5/6b + 8/35a + 3/10b --> Combine like terms. 2a + 8/35a - 5/6b + 3/10b --> Combine like terms. 74/35a - 17/15b --> Simplify fractions. 74/35a - 17/15b
Simplify (3/7)(4x + 1/2y) - (5/6)((3/4)x - 2/5y); (3/7)(4x + 1/2y) - (5/6)((3/4)x - 2/5y) --> Distribute. 12/7x + 3/14y - 15/24x + 1/3y --> Combine like terms. 12/7x - 15/24x + 3/14y + 1/3y --> Combine like terms. 288/168x - 105/168x + 36/84y + 56/168y --> Simplify fractions. 183/168x + 92/168y --> Simplify fractions. 61/56x + 23/42y
Simplify (4/5)(5x - 3/4y) + (2/3)((5/6)x + 1/2y); (4/5)(5x - 3/4y) + (2/3)((5/6)x + 1/2y) --> Distribute. 4x - 12/20y + 10/18x + 1/3y --> Combine like terms. 4x + 10/18x - 12/20y + 1/3y --> Combine like terms. 72/18x + 30/18y --> Simplify fractions. 4/1x + 5/2y --> Simplify fractions. 4x + 5/2y
Simplify (1/2)(2a + 3/4b) - (2/3)((5/6)a - 1/2b); (1/2)(2a + 3/4b) - (2/3)((5/6)a - 1/2b) --> Distribute. a + 3/8b - 10/18a + 2/3b --> Combine like terms. a - 10/18a + 3/8b + 2/3b --> Combine like terms. 18/18a - 10/18a + 3/8b + 2/3b --> Simplify fractions. 1a - 5/9a + 3/8b + 2/3b --> Simplify fractions. a - 5/9a + 3/8b + 2/3b --> Simplify fractions. 4/9a + 3/8b + 2/3b --> Simplify fractions. 4/9a + 19/24b
Simplify (2/3)(3x - 1/4y) + (3/5)((4/7)x + 1/6y); (2/3)(3x - 1/4y) + (3/5)((4/7)x + 1/6y) --> Distribute. 2x - 12/20y + 10/35x + 1/10y --> Combine like terms. 2x + 10/35x - 12/20y + 1/10y --> Combine like terms. 70/35x + 10/35x - 12/20y + 1/10y --> Simplify fractions. 80/35x - 12/20y + 1/10y --> Simplify fractions. 16/7x - 12/20y + 1/10y --> Simplify fractions. 16/7x - 3/5y --> Simplify fractions. 112/70x - 42/70y --> Simplify fractions. 8/5x - 3/5y
Simplify (3/5)(4a - 3/4b) - (4/7)((1/3)a + 1/5b); (3/5)(4a - 3/4b) - (4/7)((1/3)a + 1/5b) --> Distribute. 12/5a - 9/20b - 4/21a - 4/35b --> Combine like terms. 12/5a - 4/21a - 9/20b - 4/35b --> Combine like terms. 252/105a - 100/105a - 63/140b - 8/140b --> Simplify fractions. 152/105a - 71/140b --> Simplify fractions. 8/5a - 71/140b
Simplify (2/5)(5x + 1/2y) - (3/4)((4/9)x - 1/3y); (2/5)(5x + 1/2y) - (3/4)((4/9)x - 1/3y) --> Distribute. 2x + 2/5y - 9/20x + 1/4y --> Combine like terms. 2x - 9/20x + 2/5y + 1/4y --> Combine like terms. 40/20x - 9/20x + 8/20y + 5/20y --> Simplify fractions. 31/20x + 13/20y --> Simplify fractions. 31/20x + 13/20y
Simplify (4/7)(3a + 2/3b) + (2/5)((5/6)a + 1/4b); (4/7)(3a + 2/3b) + (2/5)((5/6)a + 1/4b) --> Distribute. 12/7a + 8/21b + 10/35a + 2/10b --> Combine like terms. 12/7a + 10/35a + 8/21b + 2/10b --> Combine like terms. 60/35a + 10/35a + 24/21b + 4/10b --> Simplify fractions. 70/35a + 24/21b + 4/10b --> Simplify fractions. 2a + 24/21b + 4/10b --> Simplify fractions. 2a + 8/7b + 4/10b --> Simplify fractions. 2a + 80/70b + 28/70b --> Simplify fractions. 2a + 108/70b --> Simplify fractions. 2a + 54/35b
Simplify (5/6)(2x - 5/4y) + (3/7)((1/8)x + 2/5y); (5/6)(2x - 5/4y) + (3/7)((1/8)x + 2/5y) --> Distribute. 5/3x - 25/24y + 3/56x + 6/35y --> Combine like terms. 5/3x + 3/56x - 25/24y + 6/35y --> Combine like terms. 280/168x + 3/56x - 175/168y + 6/35y --> Simplify fractions. 283/168x - 175/168y + 6/35y --> Simplify fractions. 283/168x - 294/168y --> Simplify fractions. 283/168x - 7/4y --> Simplify fractions. 846/504x - 147/504y --> Simplify fractions. 141/84x - 7/4y --> Simplify fractions. 47/28x - 7/4y
